Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Fabián Franco,66,RB,swap2,Paraguay,76,41,62,61,62,70,https://wefut.com/player/22/9097/fabian-franco
Benjamín Rollheiser,66,RW,swap2,Argentina,78,62,60,71,32,50,https://wefut.com/player/22/9083/benjamin-rollheiser
Hugo Fernández,66,LM,swap2,Paraguay,76,59,63,65,43,55,https://wefut.com/player/22/9057/hugo-fernandez
Leandro Paiva,66,RM,swap2,Uruguay,67,67,63,66,45,45,https://wefut.com/player/22/9016/leandro-paiva
Stiven Plaza,66,ST,swap2,Ecuador,73,65,53,65,26,70,https://wefut.com/player/22/9005/stiven-plaza
Willer Ditta,66,CB,swap2,Colombia,56,24,46,53,62,78,https://wefut.com/player/22/8994/willer-ditta
Henri Pernía,66,CB,swap2,Venezuela,55,25,47,37,68,64,https://wefut.com/player/22/8960/henri-pernia
Diego Valencia,66,ST,swap2,Chile,70,61,56,69,26,66,https://wefut.com/player/22/8947/diego-valencia
Alexander Succar,66,ST,swap2,Peru,76,67,53,62,26,66,https://wefut.com/player/22/8931/alexander-succar
José Sagredo,66,LB,swap2,Bolivia,74,30,51,61,61,58,https://wefut.com/player/22/8832/jose-sagredo
Bruno Piñatares,66,CDM,swap2,Uruguay,59,51,60,61,62,68,https://wefut.com/player/22/8760/bruno-pinatares
Jorge Enrique Flores,66,LB,swap2,Bolivia,70,38,55,59,63,59,https://wefut.com/player/22/8691/jorge-enrique-flores
Juan Patiño,66,CB,swap2,Paraguay,62,24,48,47,66,69,https://wefut.com/player/22/8686/juan-patino
Kelvin Osorio,66,CM,swap2,Colombia,72,62,63,68,57,72,https://wefut.com/player/22/8684/kelvin-osorio
Kevin Mercado,66,LM,swap2,Ecuador,87,60,60,66,24,58,https://wefut.com/player/22/8642/kevin-mercado
Diego Sosa,66,LW,swap2,Argentina,73,59,61,70,40,47,https://wefut.com/player/22/8618/diego-sosa
Jefferson Gómez,66,CB,swap2,Colombia,50,30,45,57,64,75,https://wefut.com/player/22/8596/jefferson-gomez
Alejandro González,66,CB,swap2,Uruguay,51,21,52,43,66,63,https://wefut.com/player/22/8516/alejandro-gonzalez
Rodrigo Contreras,66,ST,swap2,Argentina,71,65,51,64,32,71,https://wefut.com/player/22/8500/rodrigo-contreras
Tomás Asta-Buruaga,66,CB,swap2,Chile,63,42,48,52,68,70,https://wefut.com/player/22/8497/tomas-asta-buruaga
Matías Navarrete,66,CB,swap2,Chile,61,41,49,53,67,73,https://wefut.com/player/22/8496/matias-navarrete
Sergio López,66,CM,swap2,Argentina,67,61,67,68,50,60,https://wefut.com/player/22/8495/sergio-lopez
Rodrigo Ureña,66,CDM,swap2,Chile,62,58,57,64,64,72,https://wefut.com/player/22/8494/rodrigo-urena
Luis Paz,66,CDM,swap2,Colombia,62,53,58,61,66,73,https://wefut.com/player/22/8492/luis-paz
Héctor Quiñones,66,LB,swap2,Colombia,71,48,56,62,62,62,https://wefut.com/player/22/8461/hector-quinones
Írven Ávila,66,ST,swap2,Peru,66,68,47,69,33,57,https://wefut.com/player/22/8314/irven-avila
Nelson Cabrera,66,CB,swap2,Bolivia,53,38,52,44,67,67,https://wefut.com/player/22/8215/nelson-cabrera
Dylan Gissi,66,CB,swap,Switzerland,37,46,58,55,64,78,https://wefut.com/player/22/22093/dylan-gissi
Nilson Castrillón,66,RB,swap,Colombia,70,29,47,55,63,69,https://wefut.com/player/22/22080/nilson-castrillon
Gustavo Cortéz,66,LB,swap,Ecuador,77,47,53,68,58,66,https://wefut.com/player/22/21455/gustavo-cortez
Tiago Palacios,66,RW,swap,Argentina,76,56,64,72,55,53,https://wefut.com/player/22/18747/tiago-palacios
Jeison Chalá,66,RW,swap,Ecuador,80,60,60,67,33,63,https://wefut.com/player/22/18740/jeison-chala
José Sagredo,66,LB,swap,Bolivia,74,30,51,61,61,58,https://wefut.com/player/22/18730/jose-sagredo
Pablo Sabbag,66,ST,swap,Colombia,58,66,44,61,32,68,https://wefut.com/player/22/18727/pablo-sabbag
Enrique Serje,66,CDM,swap2,Argentina,58,40,53,53,68,68,https://wefut.com/player/22/18719/gustavo-canto
José Manuel López,66,ST,swap,Argentina,54,67,48,61,32,62,https://wefut.com/player/22/9205/jose-manuel-lopez
Ayrton Costa,66,CB,swap,Argentina,70,28,56,61,66,70,https://wefut.com/player/22/9203/ayrton-costa
Luis Enrique Hurtado,66,LM,swap,Bolivia,65,64,67,64,62,61,https://wefut.com/player/22/9195/luis-enrique-hurtado
Nelson Amarilla,66,CB,swap,Paraguay,60,29,50,35,68,74,https://wefut.com/player/22/9194/nelson-amarilla
Víctor Ayala,66,LB,swap,Paraguay,76,28,50,67,62,62,https://wefut.com/player/22/9188/victor-ayala
Braian Aguirre,66,RB,swap,Argentina,68,37,47,59,65,68,https://wefut.com/player/22/9185/braian-aguirre
Nicolás Eduardo Castro,66,LW,swap,Argentina,68,66,59,67,34,61,https://wefut.com/player/22/9165/nicolas-eduardo-castro
Rodrigo Villagra,66,CDM,swap,Argentina,66,47,62,64,61,70,https://wefut.com/player/22/9130/rodrigo-villagra
Braian Martínez,66,RM,swap,Argentina,82,61,56,72,39,64,https://wefut.com/player/22/9129/braian-martinez
Martín Rabuñal,66,CDM,swap,Uruguay,59,41,58,58,65,69,https://wefut.com/player/22/9123/martin-rabunal
Dixon Arroyo,66,CDM,swap,Ecuador,56,28,56,57,68,65,https://wefut.com/player/22/9117/dixon-arroyo
Carlos Cuero,66,LB,swap,Ecuador,82,43,56,56,60,77,https://wefut.com/player/22/9115/carlos-cuero
Jeickson Reyes,66,LB,swap,Peru,71,32,56,58,61,59,https://wefut.com/player/22/9107/jeickson-reyes
Daniel Febles,66,ST,swap,Venezuela,71,63,47,59,33,67,https://wefut.com/player/22/9104/daniel-febles
Alejandro Cabeza,66,ST,swap,Ecuador,73,65,55,66,34,65,https://wefut.com/player/22/9100/alejandro-cabeza
Ayrton Cougo,66,LB,swap,Uruguay,79,52,59,60,57,69,https://wefut.com/player/22/9095/ayrton-cougo
Sebastián Cabrera,66,LB,swap,Chile,71,38,58,63,61,62,https://wefut.com/player/22/9051/sebastian-cabrera
Gastón Avila,66,CB,swap,Argentina,69,28,39,48,67,70,https://wefut.com/player/22/9032/gaston-avila
Alexander Díaz,66,ST,swap,Argentina,73,62,50,68,23,68,https://wefut.com/player/22/9001/alexander-diaz
Carlos Benavídez,66,CDM,swap,Uruguay,65,44,57,62,69,64,https://wefut.com/player/22/8981/carlos-benavidez
Gabriel Compagnucci,66,RM,swap,Argentina,75,58,61,64,34,57,https://wefut.com/player/22/8976/gabriel-compagnucci
Nicolás Thaller,66,CB,swap,Argentina,52,31,47,49,68,69,https://wefut.com/player/22/8930/nicolas-thaller
José Ariel Núñez,66,ST,swap,Paraguay,65,68,43,62,27,55,https://wefut.com/player/22/8928/jose-ariel-nunez
Alejo Antilef,66,CM,swap,Argentina,85,59,64,73,53,63,https://wefut.com/player/22/8927/alejo-antilef
Mauro Ortíz,66,RW,swap,Argentina,75,56,67,70,44,43,https://wefut.com/player/22/8891/mauro-ortiz
Ángelo Pizzorno,66,CB,swap,Uruguay,69,36,50,55,68,65,https://wefut.com/player/22/8853/angelo-pizzorno
Bernardo Cuesta,66,ST,swap,Argentina,69,67,53,60,26,67,https://wefut.com/player/22/8803/bernardo-cuesta
Marco Borgnino,66,LW,swap,Argentina,83,63,60,71,31,61,https://wefut.com/player/22/8792/marco-borgnino
Gonzalo Goñi,66,CB,swap,Argentina,61,28,43,46,64,74,https://wefut.com/player/22/8786/gonzalo-goni
Alexis Arias,66,CM,swap,Peru,60,61,64,64,65,51,https://wefut.com/player/22/8741/alexis-arias
Joao Rojas,66,LM,swap,Ecuador,75,64,63,67,50,56,https://wefut.com/player/22/8739/joao-rojas
César Benitez,66,RB,swap,Paraguay,70,44,53,62,64,69,https://wefut.com/player/22/8737/cesar-benitez
Pablo Sabbag,66,ST,swap,Colombia,58,66,44,61,32,68,https://wefut.com/player/22/8728/pablo-sabbag
Lucas Merolla,66,CB,swap,Argentina,47,26,38,44,67,72,https://wefut.com/player/22/8712/lucas-merolla
Leyvin Balanta,66,LB,swap,Colombia,67,42,52,58,65,66,https://wefut.com/player/22/8678/leyvin-balanta
Omar Duarte,66,ST,swap,Colombia,78,64,56,67,26,67,https://wefut.com/player/22/8670/omar-duarte
Ramiro Ballivián,66,RW,swap,Bolivia,73,61,56,69,63,67,https://wefut.com/player/22/8652/ramiro-ballivian
John García,66,CB,swap,Colombia,45,27,38,42,66,74,https://wefut.com/player/22/8632/john-garcia
Michael Covea,66,RM,swap,Venezuela,80,54,61,68,29,56,https://wefut.com/player/22/8623/michael-covea
Nilson Castrillón,66,RB,swap,Colombia,70,29,47,55,63,69,https://wefut.com/player/22/8598/nilson-castrillon
Juan Vogliotti,66,ST,swap,Argentina,53,71,49,56,25,59,https://wefut.com/player/22/8549/juan-vogliotti
Cristian Bordacahar,66,RW,swap,Argentina,71,65,57,66,27,57,https://wefut.com/player/22/8530/cristian-bordacahar
Nicolás Ferreyra,66,CB,swap,Argentina,34,29,38,44,66,76,https://wefut.com/player/22/8529/nicolas-ferreyra
Enrique Triverio,66,ST,swap,Argentina,43,68,52,67,30,73,https://wefut.com/player/22/8521/enrique-triverio
Dardo Miloc,66,CM,swap,Argentina,60,46,61,64,66,78,https://wefut.com/player/22/8508/dardo-miloc
Misael Dávila,66,CM,swap,Chile,82,66,66,66,54,61,https://wefut.com/player/22/8501/misael-davila
Charles Monsalvo,66,ST,swap,Colombia,79,63,52,65,22,61,https://wefut.com/player/22/8493/charles-monsalvo
Joazhiño Arroé,66,LW,swap,Peru,75,57,59,71,31,57,https://wefut.com/player/22/8382/joazhino-arroe
Liliu,66,ST,swap,Brazil,74,65,56,70,33,59,https://wefut.com/player/22/8324/liliu
Joel Sánchez,66,CAM,swap,Peru,81,62,62,67,32,62,https://wefut.com/player/22/8315/joel-sanchez
Dylan Gissi,66,CB,swap,Switzerland,37,46,58,55,64,78,https://wefut.com/player/22/8267/dylan-gissi
Leandro Grimi,66,LB,swap,Argentina,52,62,63,64,67,70,https://wefut.com/player/22/8219/leandro-grimi
John Marquis,66,ST,silverrare,England,68,66,52,60,39,83,https://wefut.com/player/22/23658/john-marquis
Denis Kolinger,66,CB,silverrare,Croatia,53,27,34,37,65,80,https://wefut.com/player/22/23656/denis-kolinger
Stiven Plaza,66,ST,silverrare,Ecuador,73,65,53,65,26,70,https://wefut.com/player/22/23650/stiven-plaza
Jonathan Leko,66,ST,silverrare,England,87,61,55,68,24,58,https://wefut.com/player/22/23637/jonathan-leko
Scott Kashket,66,ST,silverrare,England,84,65,57,69,27,57,https://wefut.com/player/22/23635/scott-kashket
Jordi Osei-Tutu,66,RB,silverrare,England,88,59,57,70,60,62,https://wefut.com/player/22/23421/jordi-osei-tutu
Diego Valencia,66,ST,silverrare,Chile,70,61,56,69,26,66,https://wefut.com/player/22/23385/diego-valencia
Malik Tchokounté,66,ST,silverrare,France,40,66,52,62,23,79,https://wefut.com/player/22/23376/malik-tchokounte
Jesper Verlaat,66,CB,silverrare,Netherlands,49,26,43,47,66,75,https://wefut.com/player/22/23374/jesper-verlaat
Philipp Ochs,66,LB,silverrare,Germany,72,63,64,69,61,61,https://wefut.com/player/22/23364/philipp-ochs
Milan Đurić,66,ST,silverrare,Bosnia Herzegovina,50,65,53,55,32,77,https://wefut.com/player/22/23353/milan-duric
Kim Moon Hwan,66,RB,silverrare,Korea Republic,85,54,61,67,58,60,https://wefut.com/player/22/22089/kim-moon-hwan
Jordi Osei-Tutu,66,RB,silverrare,England,88,59,57,70,60,62,https://wefut.com/player/22/19984/jordi-osei-tutu
Jayden Oosterwolde,66,LB,silverrare,Netherlands,90,37,56,59,60,73,https://wefut.com/player/22/19980/jayden-oosterwolde
Ignace Van der Brempt,66,RB,silverrare,Belgium,74,52,57,64,60,67,https://wefut.com/player/22/19976/ignace-van-der-brempt
Sydney van Hooijdonk,66,ST,silverrare,Netherlands,76,68,55,62,26,67,https://wefut.com/player/22/19973/sydney-van-hooijdonk
Uche Ikpeazu,66,ST,silverrare,Uganda,61,63,50,63,27,82,https://wefut.com/player/22/19961/uche-ikpeazu
Rodrigo Contreras,66,ST,silverrare,Argentina,71,65,51,64,32,71,https://wefut.com/player/22/19960/rodrigo-contreras
Aristote Nsiala,66,CB,silverrare,DR Congo,71,38,49,50,63,82,https://wefut.com/player/22/19955/aristote-nsiala
John Marquis,66,ST,silverrare,England,68,66,52,60,39,83,https://wefut.com/player/22/19954/john-marquis
Juan Aguilar,66,CDM,swap,Romania,58,47,52,50,64,80,https://wefut.com/player/22/19277/andrei-pi%C8%9Bian
Lorenco Šimić,66,CB,silverrare,Croatia,48,34,43,44,67,70,https://wefut.com/player/22/19268/lorenco-simic
Tyreeq Bakinson,66,CM,silverrare,England,65,57,61,66,66,73,https://wefut.com/player/22/19265/tyreeq-bakinson
Teal Bunbury,66,LM,silverrare,United States,73,66,60,66,38,78,https://wefut.com/player/22/19261/teal-bunbury
Jan Hendrik Marx,66,RB,silverrare,Germany,90,38,52,64,55,56,https://wefut.com/player/22/18739/jan-hendrik-marx
Koya Yuruki,66,LM,silverrare,Japan,88,49,58,65,34,63,https://wefut.com/player/22/18737/koya-yuruki
Jordi Osei-Tutu,66,RB,silverrare,England,88,59,57,70,60,62,https://wefut.com/player/22/18728/jordi-osei-tutu
Patrick Joosten,66,LM,silverrare,Netherlands,82,68,59,68,36,59,https://wefut.com/player/22/18723/patrick-joosten
Kevin Mercado,66,LM,silverrare,Ecuador,87,60,60,66,24,58,https://wefut.com/player/22/18721/kevin-mercado
Iasmin Latovlevici,66,LB,silverrare,Romania,66,63,66,66,66,65,https://wefut.com/player/22/17677/iasmin-latovlevici
Iasmin Latovlevici,66,LB,silverrare,Romania,66,63,66,66,66,65,https://wefut.com/player/22/17248/iasmin-latovlevici
Tiago Palacios,66,RW,silverrare,Argentina,76,56,64,72,55,53,https://wefut.com/player/22/9202/tiago-palacios
Denis Kolinger,66,CB,silverrare,Croatia,53,27,34,37,65,80,https://wefut.com/player/22/9199/denis-kolinger
Scott Kennedy,66,CB,silverrare,Canada,79,29,42,46,66,70,https://wefut.com/player/22/9167/scott-kennedy
Jayden Oosterwolde,66,LB,silverrare,Netherlands,90,37,56,59,60,73,https://wefut.com/player/22/9162/jayden-oosterwolde
Demba Thiam,66,RB,silverrare,France,85,25,45,55,63,72,https://wefut.com/player/22/9147/demba-thiam
Alin Șeroni,66,CB,silverrare,Romania,32,34,42,42,65,81,https://wefut.com/player/22/9128/alin-seroni
Alexandru Albu,66,CDM,silverrare,Romania,60,52,59,59,65,79,https://wefut.com/player/22/9125/alexandru-albu
Oliver Valaker Edvardsen,66,RW,silverrare,Norway,90,60,55,69,46,75,https://wefut.com/player/22/9102/oliver-valaker-edvardsen
Jeison Chalá,66,RW,silverrare,Ecuador,80,60,60,67,33,63,https://wefut.com/player/22/9101/jeison-chala
Gabriel Fernández,66,ST,silverrare,Uruguay,77,63,57,61,47,80,https://wefut.com/player/22/9077/gabriel-fernandez
Ignace Van der Brempt,66,RB,silverrare,Belgium,74,52,57,64,60,67,https://wefut.com/player/22/9076/ignace-van-der-brempt
Woyo Coulibaly,66,RB,silverrare,France,71,35,54,60,63,78,https://wefut.com/player/22/9072/woyo-coulibaly
Jan Hendrik Marx,66,RB,silverrare,Germany,90,38,52,64,55,56,https://wefut.com/player/22/9061/jan-hendrik-marx
Michael Svoboda,66,CDM,silverrare,Austria,58,41,53,58,65,77,https://wefut.com/player/22/9059/michael-svoboda
Joris Chougrani,66,CB,silverrare,France,79,28,53,57,65,73,https://wefut.com/player/22/9055/joris-chougrani
Jonas Carls,66,LB,silverrare,Germany,84,56,56,66,57,59,https://wefut.com/player/22/9050/jonas-carls
Cătălin Golofca,66,RW,silverrare,Romania,89,60,61,67,51,61,https://wefut.com/player/22/9046/catalin-golofca
Andrei Pițian,66,CB,silverrare,Romania,58,47,52,50,64,80,https://wefut.com/player/22/9044/andrei-pi%C8%9Bian
Jarrad Branthwaite,66,CB,silverrare,England,63,29,45,47,66,64,https://wefut.com/player/22/9038/jarrad-branthwaite
Caleb Zady Sery,66,LM,silverrare,Ivory Coast,86,55,61,68,21,52,https://wefut.com/player/22/9036/caleb-zady-sery
Maguinho,66,RB,silverrare,Brazil,86,52,57,67,58,66,https://wefut.com/player/22/9030/maguinho
Yamato Machida,66,CF,silverrare,Japan,90,58,63,67,40,47,https://wefut.com/player/22/9028/yamato-machida
Koya Yuruki,66,LM,silverrare,Japan,88,49,58,65,34,63,https://wefut.com/player/22/9017/koya-yuruki
Joël Zwarts,66,ST,silverrare,Netherlands,82,65,51,64,23,71,https://wefut.com/player/22/9015/joel-zwarts
Ezequiel,66,CF,silverrare,Brazil,85,60,57,72,34,55,https://wefut.com/player/22/8993/ezequiel
Kim Moon Hwan,66,RB,silverrare,Korea Republic,85,54,61,67,58,60,https://wefut.com/player/22/8975/kim-moon-hwan
Sydney van Hooijdonk,66,ST,silverrare,Netherlands,76,68,55,62,26,67,https://wefut.com/player/22/8970/sydney-van-hooijdonk
Chris Ramos,66,ST,silverrare,Spain,84,63,48,66,27,64,https://wefut.com/player/22/8922/chris-ramos
Yann Aurel Bisseck,66,CB,silverrare,Germany,64,33,44,46,66,72,https://wefut.com/player/22/8917/yann-aurel-bisseck
Ayo Akinola,66,ST,silverrare,Canada,82,66,48,60,20,70,https://wefut.com/player/22/8904/ayo-akinola
Leonardo Rocha,66,ST,silverrare,Portugal,62,67,46,62,21,65,https://wefut.com/player/22/8894/leonardo-rocha
Fidel Escobar,66,CB,silverrare,Panama,77,41,40,46,64,79,https://wefut.com/player/22/8883/fidel-escobar
Malik Tchokounté,66,ST,silverrare,France,40,66,52,62,23,79,https://wefut.com/player/22/8880/malik-tchokounte
Souleymane Karamoko,66,RB,silverrare,France,87,38,55,66,59,72,https://wefut.com/player/22/8877/souleymane-karamoko
Victor Mpindi Ekani,66,CDM,silverrare,Cameroon,62,47,57,64,61,81,https://wefut.com/player/22/8873/victor-mpindi-ekani
Braydon Manu,66,LM,silverrare,Germany,92,58,54,70,35,65,https://wefut.com/player/22/8861/braydon-manu
Robin Scheu,66,RM,silverrare,Germany,78,55,58,64,54,75,https://wefut.com/player/22/8848/robin-scheu
Jesper Verlaat,66,CB,silverrare,Netherlands,49,26,43,47,66,75,https://wefut.com/player/22/8843/jesper-verlaat
Haji Wright,66,ST,silverrare,United States,77,66,48,64,22,72,https://wefut.com/player/22/8841/haji-wright
Arne Sicker,66,LB,silverrare,Germany,89,31,57,64,56,61,https://wefut.com/player/22/8838/arne-sicker
Moussa Sylla,66,ST,silverrare,France,82,63,54,70,22,56,https://wefut.com/player/22/8817/moussa-sylla
Lorenco Šimić,66,CB,silverrare,Croatia,48,34,43,44,67,70,https://wefut.com/player/22/8814/lorenco-simic
Aliou Badji,66,ST,silverrare,Senegal,83,66,41,64,26,80,https://wefut.com/player/22/8812/aliou-badji
Nathan Tella,66,LM,silverrare,England,86,57,56,69,31,54,https://wefut.com/player/22/8808/nathan-tella
Andreas Eines Hopmark,66,CDM,silverrare,Norway,37,42,55,56,65,77,https://wefut.com/player/22/8797/andreas-eines-hopmark
Joel Asoro,66,ST,silverrare,Sweden,88,62,54,71,21,57,https://wefut.com/player/22/8784/joel-asoro
Elliott Moore,66,CB,silverrare,England,48,31,45,46,65,80,https://wefut.com/player/22/8774/elliott-moore
Luka Bogdan,66,CB,silverrare,Croatia,54,32,44,50,67,68,https://wefut.com/player/22/8773/luka-bogdan
Pité,66,LM,silverrare,Portugal,56,58,63,67,65,68,https://wefut.com/player/22/8770/pite
Mattia Finotto,66,ST,silverrare,Italy,82,62,57,65,35,67,https://wefut.com/player/22/8767/mattia-finotto
Niklas Schmidt,66,CAM,silverrare,Germany,57,65,69,69,45,60,https://wefut.com/player/22/8762/niklas-schmidt
Wolke Janssens,66,RB,silverrare,Belgium,68,63,55,63,67,61,https://wefut.com/player/22/8754/wolke-janssens
Tyreeq Bakinson,66,CM,silverrare,England,65,57,61,66,66,73,https://wefut.com/player/22/8745/tyreeq-bakinson
Jordi Osei-Tutu,66,RB,silverrare,England,88,59,57,70,60,62,https://wefut.com/player/22/8740/jordi-osei-tutu
Robin Krauße,66,CDM,silverrare,Germany,68,36,52,58,65,80,https://wefut.com/player/22/8708/robin-krausse
Randell Williams,66,RW,silverrare,England,89,59,60,66,54,66,https://wefut.com/player/22/8698/randell-williams
Jonathan Leko,66,ST,silverrare,England,87,61,55,68,24,58,https://wefut.com/player/22/8692/jonathan-leko
Chiedozie Ogbene,66,RM,silverrare,Republic of Ireland,90,57,57,67,38,69,https://wefut.com/player/22/8685/chiedozie-ogbene
Jay-Roy Grot,66,ST,silverrare,Netherlands,78,65,59,61,47,82,https://wefut.com/player/22/8679/jay-roy-grot
Aldo Kalulu,66,RM,silverrare,France,91,61,56,70,32,49,https://wefut.com/player/22/8676/aldo-kalulu
Kyle Knoyle,66,RB,silverrare,England,85,46,55,64,58,71,https://wefut.com/player/22/8671/kyle-knoyle
Bright Enobakhare,66,CAM,silverrare,Nigeria,84,57,58,75,27,65,https://wefut.com/player/22/8668/bright-enobakhare
Mayoral,66,CAM,silverrare,Spain,82,60,64,71,51,49,https://wefut.com/player/22/8661/mayoral
Marvin Ajani,66,RM,silverrare,Germany,90,58,58,62,53,75,https://wefut.com/player/22/8651/marvin-ajani
Patrick Joosten,66,LM,silverrare,Netherlands,82,68,59,68,36,59,https://wefut.com/player/22/8649/patrick-joosten
Thomas Deng,66,CB,silverrare,Australia,79,43,50,55,66,70,https://wefut.com/player/22/8645/thomas-deng
David Atanga,66,RM,silverrare,Ghana,90,56,56,66,39,54,https://wefut.com/player/22/8627/david-atanga
Mathias Rasmussen,66,LW,silverrare,Norway,74,58,64,69,61,60,https://wefut.com/player/22/8609/mathias-rasmussen
Scott Kashket,66,ST,silverrare,England,84,65,57,69,27,57,https://wefut.com/player/22/8602/scott-kashket
Li Ang,66,CB,silverrare,China PR,59,60,64,59,64,78,https://wefut.com/player/22/8601/li-ang
Maurice Multhaup,66,RM,silverrare,Germany,86,55,59,70,46,57,https://wefut.com/player/22/8600/maurice-multhaup
Janik Bachmann,66,CDM,silverrare,Germany,58,45,55,54,65,80,https://wefut.com/player/22/8589/janik-bachmann
Alexandru Mateiu,66,CDM,silverrare,Romania,68,65,64,69,61,70,https://wefut.com/player/22/8578/alexandru-mateiu
Ziggy Gordon,66,CB,silverrare,Scotland,76,33,48,62,64,79,https://wefut.com/player/22/8577/ziggy-gordon
Josh Ginnelly,66,LM,silverrare,England,91,59,58,67,45,61,https://wefut.com/player/22/8571/josh-ginnelly
Mateusz Wdowiak,66,RM,silverrare,Poland,88,57,60,66,41,63,https://wefut.com/player/22/8564/mateusz-wdowiak
Jin Jingdao,66,RM,silverrare,China PR,72,58,63,66,66,63,https://wefut.com/player/22/8559/jin-jingdao
Abdulaziz Al Bishi,66,RM,silverrare,Saudi Arabia,86,55,61,69,27,64,https://wefut.com/player/22/8555/abdulaziz-al-bishi
Lee Gwang Hyeok,66,RM,silverrare,Korea Republic,87,54,59,67,37,50,https://wefut.com/player/22/8554/lee-gwang-hyeok
Dimitri Cavaré,66,RB,silverrare,France,69,52,60,62,64,78,https://wefut.com/player/22/8532/dimitri-cavare
Sascha Mockenhaupt,66,CB,silverrare,Germany,82,28,41,50,65,78,https://wefut.com/player/22/8527/sascha-mockenhaupt
Wang Shangyuan,66,CB,silverrare,China PR,73,60,61,68,64,80,https://wefut.com/player/22/8517/wang-shangyuan
Uche Ikpeazu,66,ST,silverrare,Uganda,61,63,50,63,27,82,https://wefut.com/player/22/8512/uche-ikpeazu
Kayden Jackson,66,ST,silverrare,England,91,64,47,63,30,57,https://wefut.com/player/22/8511/kayden-jackson
Luke O'Nien,66,CB,silverrare,England,75,59,61,65,64,78,https://wefut.com/player/22/8504/luke-o-nien
Juanma,66,ST,silverrare,Spain,53,65,52,57,36,76,https://wefut.com/player/22/8503/juanma
Aleksandar Jovanović,66,CB,silverrare,Australia,59,28,35,41,69,77,https://wefut.com/player/22/8483/aleksandar-jovanovic
Aliou Coly,66,CB,silverrare,Senegal,79,54,50,62,62,86,https://wefut.com/player/22/8481/aliou-coly
Stefan Lex,66,CF,silverrare,Germany,86,61,60,70,28,64,https://wefut.com/player/22/8479/stefan-lex
Armand Gnanduillet,66,ST,silverrare,Ivory Coast,70,67,46,58,36,83,https://wefut.com/player/22/8478/armand-gnanduillet
Wes Burns,66,RM,silverrare,Wales,91,58,57,65,56,61,https://wefut.com/player/22/8476/wes-burns
Ricardo Santos,66,CB,silverrare,Portugal,68,32,42,50,65,83,https://wefut.com/player/22/8472/ricardo-santos
Ayman Ben Mohamed,66,LB,silverrare,Tunisia,90,57,58,64,59,67,https://wefut.com/player/22/8463/ayman-ben-mohamed
Mohammed Salem,66,CB,silverrare,Saudi Arabia,44,37,46,48,64,82,https://wefut.com/player/22/8453/mohammed-salem
Tom Anderson,66,CB,silverrare,England,34,33,41,38,65,81,https://wefut.com/player/22/8438/tom-anderson
Per Frick,66,ST,silverrare,Sweden,73,65,57,60,36,82,https://wefut.com/player/22/8435/per-frick
Ryan Edwards,66,CB,silverrare,England,51,34,45,44,66,78,https://wefut.com/player/22/8432/ryan-edwards
Jon Guthrie,66,CB,silverrare,England,51,31,50,51,65,81,https://wefut.com/player/22/8428/jon-guthrie
Jordan Willis,66,CB,silverrare,England,78,25,48,59,65,72,https://wefut.com/player/22/8417/jordan-willis
Wilfried Zahibo,66,CDM,silverrare,Central African Rep.,52,47,56,59,63,79,https://wefut.com/player/22/8414/wilfried-zahibo
Devante Cole,66,ST,silverrare,England,89,65,53,65,25,58,https://wefut.com/player/22/8412/devante-cole
Abdoulaye Ba,66,CB,silverrare,Senegal,42,38,46,42,64,76,https://wefut.com/player/22/8397/abdoulaye-ba
Carl McHugh,66,CDM,silverrare,Republic of Ireland,54,47,59,62,64,80,https://wefut.com/player/22/8396/carl-mchugh
Ryan Inniss,66,CB,silverrare,England,37,33,42,40,64,78,https://wefut.com/player/22/8392/ryan-inniss
Dennis Kempe,66,LB,silverrare,Germany,65,42,58,61,63,78,https://wefut.com/player/22/8385/dennis-kempe
Aaron Pierre,66,CB,silverrare,Grenada,69,37,46,50,65,81,https://wefut.com/player/22/8383/aaron-pierre
Sam Hoskins,66,CAM,silverrare,England,86,60,62,68,48,68,https://wefut.com/player/22/8378/sam-hoskins
Roope Riski,66,ST,silverrare,Finland,83,65,52,65,41,60,https://wefut.com/player/22/8374/roope-riski
Yu Hai,66,CB,silverrare,China PR,70,57,65,69,66,71,https://wefut.com/player/22/8364/yu-hai
Ryan Johnson Laursen,66,RB,silverrare,Denmark,84,36,57,63,59,64,https://wefut.com/player/22/8360/ryan-johnson-laursen
Diego Rigonato,66,LB,silverrare,Brazil,68,66,68,69,62,58,https://wefut.com/player/22/8352/diego-rigonato
Marco Đuričin,66,ST,silverrare,Austria,82,65,55,68,26,65,https://wefut.com/player/22/8350/marco-duricin
Ryan Tafazolli,66,CB,silverrare,England,51,28,43,46,66,76,https://wefut.com/player/22/8345/ryan-tafazolli
Tendayi Darikwa,66,RB,silverrare,Zimbabwe,88,46,59,63,61,71,https://wefut.com/player/22/8342/tendayi-darikwa
Jon Taylor,66,RM,silverrare,England,90,61,59,68,26,51,https://wefut.com/player/22/8327/jon-taylor
Darryl Lachman,66,CB,silverrare,Netherlands Antilles,66,50,55,57,63,80,https://wefut.com/player/22/8325/darryl-lachman
Simon Makienok,66,ST,silverrare,Denmark,34,67,49,60,30,73,https://wefut.com/player/22/8322/simon-makienok
